name,address,phone,type,email,lat,lon,method,score,confidence,match_method,money
"ТОО ""Детский сад Родничок-3"" (филиал)","ул. Кожаберген Жырау, 17","87753196247, 87753196247",детский сад,fatya_hishanlo@mail.ru,43.3276547,76.8968326,nominatim,,medium,,yes
"ТОО детский сад ""NAZ""","ул. Тойшыбек Батыр, 68","87479290382, 87479290382",детский сад,Metod_aigul2017@mail.ru,43.288856,76.849822,yandex,0.7333333333333333,low,,yes
"детский сад ""Sanya""","ул. Жетысу квартал, 58","87017191315, 87018470188",детский сад,sanya-detsad@mail.ru,43.2406083,76.7599685,nominatim_dedup,0.7857142857142857,low,,yes
"детский сад ""Самұрық""","ул. Касыма Шарипова, 83","87088588968, 87758978939",детский сад,too_baiterek_kids@mail.ru,43.2570595,76.8303866,nominatim_dedup,0.8235294117647058,high,,yes
ТОО «Центр детского развития «Алгабас-2» (филиал),"ул. Естемесова, 2","87082257923, 87017839592",детский сад,gulnaz020202@mail.ru,43.2490223,76.7956929,nominatim,,medium,,yes
"ТОО детский сад ""Mia Bambini""","мкр. Аккент, 23","87074823559, 87074823559",детский сад,mia.bambini@mail.ru,43.2457344,76.8169411,,,low,clean_retry,yes
"детский сад ""Айым"" (филиал)","мкр. Дарабоз, 55","87075424204, 87273860500",детский сад,nurbekov02@mail.ru,43.2686217,76.821006,,,low,clean_retry,yes
"ТОО детский сад ""Танзила""","мкр. Ақкент, 44","87475058185, 87475058185",детский сад,almanbetovab@mail.ru,43.2448562,76.8136789,,,low,clean_retry,yes
"ТОО детский сад ""Балашым 2""","ул. Отырарская, 15","87089742931, 87089742931",детский сад,balashym_alatau@mail.ru,43.258901,76.857376,,,low,,yes
"ТОО ""детский сад Зейн""","ул. Багаева, 12","87076006648, 87076006648",детский сад,zeyin.sadik@gmail.com,43.254374,76.8383566,nominatim,,medium,,yes
"ТОО детский сад ""Адэль и К""","ул. Мугалжар, 23","87077101797, 87077101797",детский сад,detskyi_sad_adelik@mail.ru,43.3205853,76.8745208,nominatim,,medium,,yes
"ТОО детский сад ""Biznes-Academy""","ул. Үкілім, 4","87055386647, 87055386647",детский сад,Biznes_academy@mail.ru,43.345015,76.820721,,,low,,yes
"ТОО детский сад ""Baby Academia""","ул. Жас отау, 8","87752151624, 87752151624",детский сад,baby-academy1312@mail.ru,43.24796,76.814169,,,low,,yes
"ТОО детский сад ""Ақназар-1""","ул. Доспанова, 43","87026644982, 87026644982",детский сад,aknazar_balabakshasy@mail.ru,43.247936,76.814169,,,low,,yes
"ТОО ""Детский сад Алан""","ул. Мамытова, 65","87022300000, 87022300000",детский сад,azizokkkkk@mail.ru,43.2762383,76.8388269,nominatim_dedup,0.7222222222222222,low,,yes
"ТОО детский сад ""Satti Amina""","ул. Шамелова, 39","87073479933, 87073479933",детский сад,dimah2007@mail.ru,43.2592809,76.8247354,nominatim,,medium,,yes
"ТОО ""Zangar балабақшасы""","ул. Касыма Шарипова, 168","87753520418, 87753520418",детский сад,asilka995@mail.ru,43.2686637,76.8291534,nominatim,,medium,,yes
"ТОО детский сад ""Bal-Balam""","ул. Сейдолла Байтерекова, 101","87775903887, 87775903887",детский сад,sholpan_18@mail.ru,43.2574905,76.8227934,nominatim,,medium,,yes
ТОО Ясли сад «Happy kids»,ул. Рамазан Бапов 295,"87476660236, 87476660236",детский сад,shattik_95_123@mail.ru,43.269847,76.794169,nominatim,,medium,,yes
"ТОО детский сад ""БАЛ САПАР""","ул. Чуланова, 83","87474480125, 87474480125",детский сад,balsapar_balabakshasy@mail.ru,43.2537778,76.8282888,nominatim,,medium,,yes
"ТОО ""Даркан К Н"" детский сад ""Торсык""","ул. Аубакирова, 124","87753363786, 87753363786",детский сад,dkokabayev@bk.ru,43.2942681,76.8483631,nominatim,,medium,,yes
"ТОО ""Болашақ АН"" детский сад ""Айтұмар kids""","ул. Бегазы, 24","87759837600, 87758698117",детский сад,aitumarkids@mail.ru,43.2412029,76.8010155,nominatim,,medium,,yes
"ТОО ""Ailin2021"" детский сад ""Айгөлек""","ул. Нурмаханова, 49","87076369036, 87076369036",детский сад,aigul_smagulova_2022@mail.ru,43.19923,76.8578855,nominatim,,medium,,yes
"ТОО детский сад ""ДАРИЯ Kids""","ул. Жанкожа батыр, 156","87759279087, 87759279087",детский сад,dariya.kids@bk.ru,43.301121,76.853259,,,low,,yes
"ТОО ""Детский сад Ақсұнкар""","ул. Сыздыкова, 52а","87017995221, 87017995221",детский сад,nur1115@mail.ru,43.248146,76.8361442,nominatim,,medium,,yes
"ТОО ""Зейін балабақшасы""","ул. Бердыгулова, 186","87079414730, 87079414730",детский сад,zein.sadik@gmail.com,43.312682,77.057152,,,low,,yes
"ТОО детский сад ""Раяна-Н""","ул. Бойтумар, 19","87477560661, 87477560661",детский сад,rayana.detskiysad.21@mail.ru,43.2488423,76.7994973,nominatim,,medium,,yes
"ТОО ""Ясли-сад ""Түймеқыз""","ул. Бекболата, 20","87471538443, 87471538443",детский сад,dream7.85@mail.ru,43.3167414,76.8880116,nominatim,,medium,,yes
"ТОО детский сад ""МуслимХАН-ХАН""","ул. Тупкараган, 56","87478220000, 87072026096",детский сад,bota.kenzheshova@bk.ru,43.2663171,76.7907492,nominatim,,medium,,yes
"ТОО детский сад ""KinderVille"" (новый)","ул. Бестөре, 58","87714577885, 87272470211",детский сад,kinderville.detsad@gmail.com,43.2684877,76.8411122,nominatim,,medium,,yes
"ТОО детский сад ""ZhanKids""","ул. Туздыкол, 2","87078729768, 87078729768",детский сад,daumbakovavenera@gmail.com,43.238734,76.7906797,nominatim,,medium,,yes
"ТОО детский сад ""БАҚ-ИСЛАМ""","ул. Ақшағыл, 41","87076369036, 87076369036",детский сад,erkinkyzy_2016@mail.ru,43.321724,76.843027,,,low,,yes
"ТОО детский сад ""Ақниет&Айым""","ул. Жаналык, 8","87028949469, 87028949469",детский сад,akimbekova08@mail.ru,43.297518,76.8699228,nominatim,,medium,,yes
"ТОО ""НҰҚ"" детский сад ""Бақ""","ул. Утемисова, 111","87719893251, 87719893251",детский сад,bak_2023@mail.ru,43.3197939,76.8815062,nominatim_dedup,0.7222222222222222,low,,yes
"ТОО детский сад ""Бақыт нұры""","ул. Кожаберген Жырау, 19","87758198289, 87085410491",детский сад,aseka0522@mail.com,43.3272188,76.8977352,nominatim,,medium,,yes
"ТОО детский сад ""Еркеназ 1""","ул. Туйемойнак, 47а","87754873777, 87475913485",детский сад,aselhan2019@mail.ru,43.2401144,76.7956917,nominatim_dedup,0.7272727272727273,low,,yes
"ТОО детский сад ""Royal Kids""","ул. Аркалык, 31","87052686725, 87052686725",детский сад,aslan@olzha.com,43.3184222,76.8411576,,,low,clean_retry,yes
"ТОО детский сад ""G-Aisha""","ул. Ахрименко, 49г","87057288954, 87057288954",детский сад,z.zhado@inbox.ru,43.2604585,76.8429004,nominatim,,medium,,yes
"ТОО детский сад ""Сержан- К""","ул. Аркалык, 6/1","87475057975, 87073006298",детский сад,azamat_kids@mail.ru,43.315323,76.843192,yandex,,low,clean_retry,yes
"ТОО детский сад ""As-salyam 2""","ул. Калжана Нурмаханова, 37","87478466504, 87478466504",детский сад,aigera_juman@mail.ru,43.264281,76.824013,,,low,,yes
"ТОО детский сад ""ZANGAR"" kindergarten""","ул. Орбұлақ, 94","87472719912, 87472719912",детский сад,Nasnur_72_72@mail.ru,43.3111838,76.8652832,nominatim,,medium,,yes
"ТОО детский сад ""Бала, бала, балақай!""","ул. Куанышбаева, 98","87053995008, 87053995008",детский сад,zhazira.abuova.76@mail.ru,43.3093047,76.87634,nominatim,,medium,,yes
"ТОО детский сад ""Nur Kids""","ул. Егинсу, 3","87756939243, 87058671107",детский сад,nur-kids@mail.ru,43.1779471,76.802481,nominatim,,medium,,yes
"ЧУ ясли сад ""НҰР-РАЯН KZ""","ул. Сухамбаева, 23","87019360608, 87272505122",ясли-сад,Nur_raian_kz@mail.ru,43.2438418,76.8188691,nominatim,,medium,,yes
"ТОО ""Балабақша Еркемай""","ул. Доспанова, 4/1","87478260989, 87478260989",детский сад,meiramgul-86@mail.ru,43.24653,76.816329,,,low,,yes
"ТОО ""Балабакша АкКанат""","ул. Багаева, 22","87471616561, 87471616561",детский сад,saekeeva1970@mail.ru,43.2557446,76.838277,nominatim,,medium,,yes
"ТОО ""Частное учреждение образования Детский сад ""BoBo""","ул. Акшагыл, 30","87018273333, 87018273333",детский сад,saulebai1010@MAIL.RU,43.3193374,76.8439185,,,low,clean_retry,yes
"ТОО ""Эрудит balabaqsha""","ул. Немировича-Данченко, 27","87057229020, 87057229020",детский сад,erudit.sad@mail.ru,43.2613759,76.8696161,nominatim,,medium,,yes
"ТОО ""Балдаурен 5""","ул. Акбастау, 81","87071193006, 87071193006",детский сад,aynagul.chaldanbayeva@bk.ru,43.301372,76.842946,,,low,,yes
"ТОО ""Алинұр балабақшасы""","ул. Османова, 81","87077915633, 87077915633",детский сад,alinur_balabakshasy_2024@mail.ru,43.3405475,76.8401009,nominatim,,medium,,yes
"ТОО ""Еркетай Үміт 2""","ул. Мамбетова, 79","87757725994, 87757725994",детский сад,rayan30_01@icioud.com,43.2884277,76.8344293,nominatim,,medium,,yes
"ТОО ""Хамza""","ул. Арқалық, 19/1","87000888995, 87078088995",детский сад,Ametbaeva_marzhan@mail.ru,43.316943,76.840873,,,low,,yes
"ТОО ""Aitore 2015""","ул. Койшибаевой, 119А","87472225490, 87472225490",детский сад,aitore-2015@mail.ru,43.314827,76.8592592,nominatim,,medium,,yes
"ТОО ""АҚСАУЛЕ 2023""","мкр. Туркестан, 77","87074485570, 87074485570",детский сад,inkar_12@mail.ru,43.2718123,76.8522613,,,low,clean_retry,yes
"ТОО детский сад ""KAZYNA-868""","ул. Егинсу, 19","87077101797, 87077101797",детский сад,too_kazyna-868@mail.ru,43.2953469,76.8742533,nominatim,,medium,,yes
"ТОО ""Даминосик""","ул. Доспанова, 14","87006815967, 87006815967",детский сад,aizada.omarhan01@gmail.com,43.247204,76.816337,,,low,,yes
"ТОО детский сад ""Білім Мекені""","ул. К. Нурпеисова, 26","87079332937, 87478046822",детский сад,damira.kzz@mail.kz,43.284905,76.844387,,,low,,yes
"ТОО детский сад ""Томирис kindergarten""","ул. Шынкожа батыр, 40","87773005214, 87076846022",детский сад,tomiriskindergarten@gmail.ru,43.318363,76.854212,,,low,,yes
"ТОО детский сад ""Жасмин Kids""","ул. Аруана, 4а","87474790467, 87474790467",детский сад,jasmin_kids@list.ru,43.3424624,76.8164055,nominatim,,medium,,yes
"ТОО детский сад ""А-Айкерім""","ул. Байырқұм, 6","87085346739, 87085346739",детский сад,bota_06.94@mail.ru,43.235837,76.784359,,,low,,yes
"ТОО детский сад ""BB DAmir""","ул. Асанова, 7","87479582092, 87479582092",детский сад,damir.bb@bk.ru,43.337561,77.0680937,nominatim_dedup,,low,clean_retry,yes
"ТОО ""Әміртай""","ул. Азаттық, 67","87024368534, 87024368534",детский сад,ashat_tb@mail.ru,43.276268,76.8489522,nominatim,,medium,,yes
"ТОО детский сад """"АрДос-kids""""","ул. Омирзакова, 45","87473189372, 87473189372",детский сад,ardos-sad@mail.ru,43.3149752,76.8793686,nominatim,,medium,,yes
"ТОО детский сад ""УВЦ ""Дара бала""""","ул. Балтабай, 34","87754883828, 87754883828",детский сад,foodmoly@mail.ru,43.3066292,76.8723455,nominatim,,medium,,yes
"ТОО детский сад ""DAXX GROUP""","ул. Жиренкөл, 25","87018470188, 87273420102",детский сад,sanya-detsad@mail.ru,43.2371681,76.7994493,nominatim,,medium,,yes
"ТОО ""SUN8"" детский сад ""ALUA""","ул. Алматинская, 40","87775900888, 87775900888",детский сад,koibagarova-g@mail.ru,43.2100775,77.0067791,nominatim,,medium,,yes
"ТОО ""Детский сад ""Мың бала Алматы""","ул. Казтуган Жырау, 29/1","87076602011, 87079335616",детский сад,mynbala2023@gmail.com,43.249687,76.811958,yandex_dedup,,medium,,yes
"ТОО детский сад ""Altai Kanas""","улица Еримбетова, 32","87017586981, 87017586981",детский сад,altay.balabakshasy@mail.ru,43.318582,76.855171,,,low,,yes
"ТОО детский сад ""Жанбота Н.С.""",ул. Мухитдинова 71,"87079305861, 87079305861",детский сад,bota_1516@mail.ru,43.269683,76.796577,,,low,,yes
"ТОО ""Балдырған әлемі балабақшасы""","ул. Байтерекова, 36","87474178938, 87474178938",детский сад,albina.yerbolovna@gmail.com,43.260234,76.8243658,nominatim,,medium,,yes
"ТОО ""Аруна С"" детский сад ""Tompi kids""","ул. Грановского, 7","87017806480, 87273527080",детский сад,arunacc@mail.ru,43.2558373,76.8654617,nominatim,,medium,,yes
"ТОО ""ЗереЖан 2020"", Детский сад ""БалаLand""","ул. Прокофьева, 173","87478142141, 87478142141",детский сад,makpal_mak_1986@mail.ru,43.241553,76.8755034,nominatim,,medium,,yes
"ТОО ""Детский сад Хан""","ул. Розыбакиева, 9","87075533537, 87478844851",детский сад,ail_220222@mail.ru,43.2463705,76.8884492,nominatim_dedup,0.7428571428571429,low,,yes
"ТОО ""Биржан К"" Детский сад «Говорун»","ул. Байзакова, 244","87759933766, 87759933766",детский сад,detsad_govorun@mail.ru,43.2425052,76.9145763,nominatim,,medium,,yes
"ТОО ""Доминант групп"" детский сад «Little&big»","ул. Гоголя, 87б","87079882758, 87079882758",детский сад,ligail1968@gmail.com,43.2593592,76.9365223,nominatim,,medium,,yes
"ТОО ""ARAI-KA"" , детский сад ARAIkids","ул. Толе би, 171","87789999495, 87789999495",детский сад,Araikids171@inbox.ru,43.2524037,76.9056065,nominatim,,medium,,yes
"ТОО ""ЯСЛИ САД ЖАНҰЯ-2022""","ул. Тургут Озала, 151","87078317317, 87078317317",ясли-сад,mur.81@mail.ru,43.2438368,76.881917,nominatim,,medium,,yes
"ТОО детский сад ""Goodvel""",ул. Курмангазы 64а,"87783678888, 87273670017",детский сад,info@goodvel.kz,43.243782,76.936811,,,low,,yes
"АО детский сад ""Бахус""","ул. Карасай Батыра, 175","87017121405, 87273755453",детский сад,nurcolosok@mail.ru,43.2490053,76.9058605,nominatim_dedup,0.7222222222222222,low,,yes
"У-е детский сад при ""Международный колледж непрерывного образования""","ул. Панфилова, 138а","87073634472, 87272799273",детский сад,anjela_g@bk.ru,43.2455273,76.9466601,nominatim,,medium,,yes
"ТОО ""AA-SUN"" детский сад ""Айналайын""","ул. Есенжанова, 15","87017761812, 87272682985",детский сад,aa-sun@mail.ru,43.2411323,76.8833577,nominatim,,medium,,yes
ТОО детский сад «Семья Baby»,"ул. Клочкова, 28/191","87772304304, 88727317208",детский сад,alena.ustinova.88@list.ru,43.2218248,76.9645198,nominatim,,medium,,yes
"ЧУО ""Детский учебно-воспитательный центр ""Дара""","ул. Клочкова, 28/191А","87019532670, 87475813236",детский сад,urist-s@mail.ru,43.245295,76.9014179,,,low,clean_retry,yes
"ТОО ""OlzhaS pluS"" Детский сад ""Ивушка""","проспект Сейфуллина, 516","87012822082, 87272275368",детский сад,dou_ivushka@mail.ru,43.247868,76.93484,,,low,,yes
"ИП детский сад ""Disneyland's Almaty""","пр. Абая, 193","87777770018, 87473214170",детский сад,Natali_7131@mail.ru,43.2321801,76.8694181,,,low,clean_retry,yes
"ТОО ""Дошкольный учебно-воспитательный центр ""ДОСТАР""","ул. Досмухамедова, 4/6","87055740504, 87272331429",детский сад,dostar2008@mail.ru,43.2596708,76.9230074,nominatim,,medium,,yes
"ТОО ""Детский сад ""Alma Kids""","ул. Жумалиева, 55","87754009469, 87273295530",детский сад,zav.bastau@cmab.kz,43.2566054,76.9120536,nominatim,,medium,,yes
"ТОО частный детский сад ""Зайка Весновка""","ул. Кожамкулова, 149","87017370563, 87017370563",детский сад,zaikasadik@bk.ru,43.2569483,76.915513,nominatim,,medium,,yes
"УО детский сад ""Голубой парус""","ул. Панфилова, 52","87017459341, 87272795173",детский сад,bluesail@mail.ru,43.2660403,76.9438809,nominatim,,medium,,yes
"ТОО ""Кокжиек Алима Kids"" детский сад ""ИНКАР"" (филиал)","ул. Грановского, 32","87781514746, 87076127758",детский сад,inkar_sadik@mail.ru,43.2544816,76.8668289,nominatim,,medium,,yes
"ТОО ""детский сад ""Асыл Мура""","ул. Богенбай батыра, 314а","87078224340, 87273743533",детский сад,asylmura2017@mail.ru,43.2485367,76.8858808,nominatim,,medium,,yes
"ТОО детский сад ""Ерке Line""","ул. Муканова, 180","87017238166, 87017238166",детский сад,detsad.yerkeline@mail.ru,43.2501592,76.9152452,nominatim,,medium,,yes
"ТОО ""SK education company"" детский сад ""SMART KIDS""","ул. Айтиева, 41","87017999828, 87273759040",детский сад,smart-kids.kz@mail.ru,43.2473346,76.9049755,nominatim,,medium,,yes
"ТОО Детский Сад ""Радость Детства""","ул. Розыбакиева, 29а","87071307070, 87272431515",детский сад,detsad.radost2019@mail.ru,43.2170253,76.8926006,nominatim,,medium,,yes
"ТОО мини-центр ""УМКА центр""","ул. Казыбек би, 139","87776899527, 87776899527",дошкольный мини-центр,umka_kazbek.bi@mail.ru,43.2550159,76.9199633,nominatim,,medium,,yes
"ТОО детский сад ""Ай-бала""","ул. Тлендиева, 215","87753854604, 87272254183",детский сад,nisa_03@mail.ru,43.2348064,76.8763221,nominatim,,medium,,yes
"ТОО ""СОВЁНОК"" детский сад ""Арман""","ул. Байзакова, 34","87029227405, 87029227405",детский сад,korkem.14@bk.ru,43.2627947,76.9111747,nominatim,,medium,,yes
"Детский сад ""Чудесная страна"" 2","мкр. Хан-тенгри, 67в","87762551390, 87071153899",частный детский сад,,43.173347,76.892517,,,,,yes
"Детский сад ""Бал-Дария-1""","ул. Нурлы тан, 10",,частный детский сад,,43.21603,76.793787,,,,,yes
"Детский сад ""Бал-Дария-2""","ул. Кенжетаева, 120",,частный детский сад,,43.21841,76.792889,,,,,yes
"Детский сад ""Бал-Дария-3""","ул. Кенжетаева, 38",,частный детский сад,,43.225921,76.787876,,,,,yes
"Детский сад ""Бал-Дария-4""","мкр. Достык, 128",,частный детский сад,,43.217869,76.796721,,,,,yes
